,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,price
38,The Adam of Two Edens,A collection of poems by Palestinian poet Mahmoud Darwish. The poems range from dreamy reflections to bitter longings for the Palestine that was lost when Israel was created in 1948.Mahoud Darwish has published more than thirty books of petry and prose. He is the recipient of many international literary awrds and his work has been translated into more thant twenty-two languages.,['Mahmoud Darwish'],http://books.google.com/books/content?id=rqcEz9D2mLEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=rqcEz9D2mLEC&printsec=frontcover&dq=The+Adam+of+Two+Edens&hl=&cd=1&source=gbs_api,Syracuse University Press,2000-11-01,http://books.google.com/books?id=rqcEz9D2mLEC&dq=The+Adam+of+Two+Edens&hl=&source=gbs_api,['Poetry'],,17.05
39,William of Malmesbury: Gesta Regum Anglorum: Volume II: General Introduction and Commentary (Oxford Medieval Texts),"William of Malmesbury's Regesta Regum Anglorum (Deeds of the English Kings) is one of the great histories of England, and one of the most important historical works of the European Middle Ages. Volume II of the Oxford Medieval Texts edition provides a full historical introduction, a detailed textual commentary, and an extensive bibliography. It forms the essential complement to the text and translation which appeared in Volume I.","['William (of Malmesbury)', 'Roger Aubrey Baskerville Mynors', 'Rodney M. Thomson', 'Michael Winterbottom']",http://books.google.com/books/content?id=MUNj-t9BMOoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=MUNj-t9BMOoC&printsec=frontcover&dq=William+of+Malmesbury:+Gesta+Regum+Anglorum:+Volume+II:+General+Introduction+and+Commentary+(Oxford+Medieval+Texts)&hl=&cd=1&source=gbs_api,Oxford University Press,1998,http://books.google.com/books?id=MUNj-t9BMOoC&dq=William+of+Malmesbury:+Gesta+Regum+Anglorum:+Volume+II:+General+Introduction+and+Commentary+(Oxford+Medieval+Texts)&hl=&source=gbs_api,['History'],,36.54
40,Students and Research,A resource for science teachers from the elementary through introductory-college level that explains principles of experimental design and data analysis and strategies for classroom and independent research and science competitions.,"['Julia H. Cothron', 'Ronald N. Giese', 'Richard J. Rezba']",http://books.google.com/books/content?id=_rbcIKxo8YoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_rbcIKxo8YoC&printsec=frontcover&dq=Students+and+Research&hl=&cd=1&source=gbs_api,Kendall Hunt,2000,http://books.google.com/books?id=_rbcIKxo8YoC&dq=Students+and+Research&hl=&source=gbs_api,['Education'],1.0,47.91
41,A Good Lawyer: Secrets Good Lawyers (& Their Best Clients) Already Know,,['Stephen W. Comiskey'],http://books.google.com/books/content?id=OvE7AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=OvE7AQAAIAAJ&q=A+Good+Lawyer:+Secrets+Good+Lawyers+(&dq=A+Good+Lawyer:+Secrets+Good+Lawyers+(&hl=&cd=1&source=gbs_api,Chaos Limited,1997,http://books.google.com/books?id=OvE7AQAAIAAJ&dq=A+Good+Lawyer:+Secrets+Good+Lawyers+(&hl=&source=gbs_api,['Attorney and client'],,36.08
42,Treasures on Earth,"Would the world be a better place if human societies were somehow able to curb their desires for material goods? Saleem Ali's pioneering book links human wants and needs by providing a natural history of consumption and materialism with scientific detail and humanistic nuance. It argues that simply disavowing consumption of materials is not likely to help in planning for a resource-scarce future, given global inequality, development imperatives, and our goals for a democratic global society. Rather than suppress the creativity and desire to discover that is often embedded in the exploration and production of material goods--which he calls the treasure impulse--Ali proposes a new environmental paradigm, one that accepts our need to consume treasure for cultural and developmental reasons, but warns of our concomitant need to conserve. In evaluating the impact of treasure consumption on resource-rich countries, he argues that there is a way to consume responsibly and alleviate global poverty.",['Saleem H. Ali'],http://books.google.com/books/content?id=hb2iJQhcJF4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=hb2iJQhcJF4C&pg=PP1&dq=Treasures+on+Earth&hl=&cd=1&source=gbs_api,Yale University Press,2009-01-01,https://play.google.com/store/books/details?id=hb2iJQhcJF4C&source=gbs_api,['Business & Economics'],,31.25
43,Living With Pain: A Story of Encouragement,,['Samuel C. Gipp'],http://books.google.com/books/content?id=RyqpUReuB6AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=RyqpUReuB6AC&q=Living+With+Pain:+A+Story+of+Encouragement&dq=Living+With+Pain:+A+Story+of+Encouragement&hl=&cd=1&source=gbs_api,Friend to Churches Publishers,1996-10,http://books.google.com/books?id=RyqpUReuB6AC&dq=Living+With+Pain:+A+Story+of+Encouragement&hl=&source=gbs_api,['Chronic pain'],1.0,28.49
44,Classic Rock Instrumentals (Guitar Recorded Version) (Guitar Recorded Versions),(Guitar Recorded Versions). The ultimate collection of 33 essential rock classics! Includes: Beast of Burden * Cat Scratch Fever * Come Sail Away * Double Vision * Free Ride * Get Back * Hard to Handle * Hurts So Good * La Grange * Layla * Life in the Fast Lane * Rock and Roll Never Forgets * Rock'n Me * Smokin' in the Boys Room * The Stroke * 25 or 6 to 4 * Tie Your Mother Down * Two Tickets to Paradise * Won't Get Fooled Again * and more.,['Hal Leonard Corp.'],http://books.google.com/books/content?id=zrdJAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=zrdJAgAAQBAJ&printsec=frontcover&dq=Classic+Rock+Instrumentals+(Guitar+Recorded+Version)+(Guitar+Recorded+Versions)&hl=&cd=1&source=gbs_api,Hal Leonard Corporation,2004-06-01,https://play.google.com/store/books/details?id=zrdJAgAAQBAJ&source=gbs_api,['Music'],,15.81
45,The Dead Seagull,"An uncompromising tale of obsession and the darker side of love First published in 1945, By Grand Central Station I Sat Down and Wept by Elizabeth Smart is considered a classic of autobiographical fiction. Set in America, it tells of the narrator’s obsessive affair with a married man and is based on Smart’s real life relationship with the English poet, George Barker, with whom she had four children. It has remained in print for over seventy years. Five years later, Barker published his own account of their affair in the novel The Dead Seagull. In his version, the narrator lives with his pregnant wife, Theresa, in a cottage by the sea somewhere in England. When Theresa invites an old school friend to stay she is oblivious, busy as she is dealing with the impending birth of her child, to the fact that her friend and husband embark upon a passionate affair that will destroy the very life and family she is trying to build. The Dead Seagull is an uncompromising tale of obsession and the darker side of love. It has been out of print for over thirty years and is published here for the first time in ebook, with the support and permission of the Barker family. Praise for The Dead Seagull ‘By Grand Central Station I Sat Down and Wept by Elizabeth Smart is undoubtedly a classic and The Dead Seagull is its lost half.’ Cassandra Pybus",['George Barker'],http://books.google.com/books/content?id=1nwgDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=1nwgDQAAQBAJ&printsec=frontcover&dq=The+Dead+Seagull&hl=&cd=1&source=gbs_api,Canelo,2016-09-26,https://play.google.com/store/books/details?id=1nwgDQAAQBAJ&source=gbs_api,['Fiction'],1.0,23.11
46,On the Origin of Phyla,,,,,,,,,,26.3
47,Duke Hamilton is Dead!: A Story of Aristocratic Life and Death in Stuart Britain,"On the morning of November 15, 1712, the fourth Baron Mohun and the fourth Duke of Hamilton met in Hyde Park. In a flurry of brutal swordplay both fell mortally wounded. Mohun and Hamilton had argued over money and stood at opposite ends of a bitterly divided political spectrum (Whig versus Tory, Englishman versus Scot). Victor Stater uses their famous duel to create a stunning narrative of life and death in a time when incivility and moral turpitude reigned beneath a thin veneer of aristocratic manners.",['Victor Stater'],http://books.google.com/books/content?id=Gv4cqAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Gv4cqAAACAAJ&dq=Duke+Hamilton+is+Dead!:+A+Story+of+Aristocratic+Life+and+Death+in+Stuart+Britain&hl=&cd=1&source=gbs_api,Hill & Wang,2000-05-01,http://books.google.com/books?id=Gv4cqAAACAAJ&dq=Duke+Hamilton+is+Dead!:+A+Story+of+Aristocratic+Life+and+Death+in+Stuart+Britain&hl=&source=gbs_api,['History'],,56.18
48,Love Is a Beautiful Thing (Pocket Gold),"Meaningful sentiments in a small, elegant package. Love is golden as well, and this Pocket Gold Edition ""TM"" celebrates the spirit and the joy of love.",['Esther L. Beilenson'],http://books.google.com/books/content?id=XjlKngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=XjlKngEACAAJ&dq=Love+Is+a+Beautiful+Thing+(Pocket+Gold)&hl=&cd=1&source=gbs_api,"Peter Pauper Press, Inc.",1999-12-01,http://books.google.nl/books?id=XjlKngEACAAJ&dq=Love+Is+a+Beautiful+Thing+(Pocket+Gold)&hl=&source=gbs_api,['Family & Relationships'],,39.32
49,Maple Leaf Legends: 75 Years of Toronto's Hockey Heroes,"Published to coincide with the Maple Leafs' 75th anniversary, this book traces the history of the legendary Leafs over eight decades. Everything a fan could want is here - in-depth profiles of 75 of the greatest players (including the men who led the Leafs to 11 Stanley Cup victories); anecdotes, statistics, and trivia; and a wealth of historical and contemporary photographs capturing the club's most dramatic moments. This lavishly illustrated volume is a grand tribute to one of hockey's greatest teams.","['Mike Leonetti', 'Darryl Sittler']",http://books.google.com/books/content?id=Oiv3PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Oiv3PQAACAAJ&dq=Maple+Leaf+Legends:+75+Years+of+Toronto%27s+Hockey+Heroes&hl=&cd=1&source=gbs_api,Raincoast Book Dist Limited,2003-03-25,http://books.google.com/books?id=Oiv3PQAACAAJ&dq=Maple+Leaf+Legends:+75+Years+of+Toronto%27s+Hockey+Heroes&hl=&source=gbs_api,['Photography'],,13.71
50,Zen Haiku: Poems and Letters of Natsume Soseki,,['夏目漱石'],http://books.google.com/books/content?id=vMAPAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=vMAPAAAAYAAJ&dq=Zen+Haiku:+Poems+and+Letters+of+Natsume+Soseki&hl=&cd=1&source=gbs_api,"Weatherhill, Incorporated",1994,http://books.google.com/books?id=vMAPAAAAYAAJ&dq=Zen+Haiku:+Poems+and+Letters+of+Natsume+Soseki&hl=&source=gbs_api,['Haiku'],,38.94
51,Cuttings,,['Walter Wentworth Wiggin'],http://books.google.com/books/content?id=aZ8pAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=aZ8pAQAAMAAJ&q=Cuttings&dq=Cuttings&hl=&cd=1&source=gbs_api,,1931,http://books.google.nl/books?id=aZ8pAQAAMAAJ&dq=Cuttings&hl=&source=gbs_api,['Agriculture'],,27.32
52,And Grace Will Lead Me Home,"The small New England town of Dorsetville is filled with quirky, loveable characters much like those who populated Andy Griffith’s Mayberry. Dorsetville is all aflutter. The housekeeper at St. Cecilia’s rectory, Mrs. Norris, has quit in a huff, and the rectory is beginning to look like a college dorm. Father Dennis could lend a hand, but since his cooking show, The Fat Friar, has gained popularity, he’s become, well, moody. Nellie Anderson and Harry Clifford are about to tie the knot—that is if someone can find the missing wedding invitations. Bungling Deputy Hill has been left in charge since the sheriff is sick, but will the town survive in the meantime? Meanwhile, Father James is helping an ex-convict learn to resume his life. Valerie Kilbourne, a single mother, needs money for a very expensive operation for her twin daughters. And Lori Peterson, who has had her share of tragedies, will be asked to face another. Katherine Valentine’s keen insights into human nature and extraordinary sense of humor make for characters you’ll want to know for years. From the Trade Paperback edition.",['Katherine Valentine'],http://books.google.com/books/content?id=Zxo9cPmMDrQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Zxo9cPmMDrQC&printsec=frontcover&dq=And+Grace+Will+Lead+Me+Home&hl=&cd=1&source=gbs_api,Image,2007-12-18,http://books.google.com/books?id=Zxo9cPmMDrQC&dq=And+Grace+Will+Lead+Me+Home&hl=&source=gbs_api,['Fiction'],2.0,23.61
53,The Moscow Kremlin in Watercolour: A Tribute to Eternal Russia,,,,,,,,,,44.96
54,A Wonder Book ( The Thorndike Library ),,['Nathaniel Hawthorne'],http://books.google.com/books/content?id=Bf-LEe2NAvsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Bf-LEe2NAvsC&q=A+Wonder+Book+(+The+Thorndike+Library+)&dq=A+Wonder+Book+(+The+Thorndike+Library+)&hl=&cd=1&source=gbs_api,Macmillan Company of Canada,1935,http://books.google.com/books?id=Bf-LEe2NAvsC&dq=A+Wonder+Book+(+The+Thorndike+Library+)&hl=&source=gbs_api,"[""Children's stories""]",,55.45
